pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_eqt,st_rad,st_mass,st_logg,sy_dist,st_rotp
HD 215152 c,1,4,Radial Velocity,2018,7.28243,1.17,0.277,1.72,454,0.73,0.77,4.4,21.5974,
HD 215152 d,1,4,Radial Velocity,2018,10.86499,1.48,1.05,2.801,767,0.73,0.77,4.4,21.5974,19.18
HD 215152 e,1,4,Radial Velocity,2018,25.1967,1.51,0.274,2.877,1163,0.73,0.77,4.4,21.5974,
HD 217850 b,1,1,Radial Velocity,2018,3501.3,12.1,0.145,6865.128,1537,1.21,1.03,4.17,65.7969,
HD 219666 b,1,1,Transit,2018,6.03607,4.71,0.219,16.6,679,1.03,0.92,4.4,94.1719,
HD 220197 b,1,1,Radial Velocity,2018,1728,9.32,0.251,63.566,632,0.98,0.91,4.42,64.411,
HD 233832 b,2,1,Radial Velocity,2018,2058,13.5,0.17,565.7374,641,0.68,0.71,4.49,58.742,
HD 238914 b,1,1,Radial Velocity,2018,4100,12.8,0.179,1906.98,758,12.73,1.47,2.37,519.452,
HD 26965 b,3,1,Radial Velocity,2018,42.378,2.84,0.157,8.47,1331,0.87,0.78,4.45,5.03545,
HD 33142 c,1,2,Radial Velocity,2018,834,12.8,0.112,1897.4451,1016,4.14,1.62,3.5,121.375,
HD 4917 b,1,1,Radial Velocity,2018,400.5,13.5,0.1,513.29545,1741,5.01,1.32,2.97,204.277,
HD 55696 b,1,1,Radial Velocity,2018,1827,13,0.121,1230.0021,1734,1.52,1.29,4.03,77.9693,
HD 72490 b,1,1,Transit,2018,858,13.5,0.221,561.92344,1005,4.96,1.21,3.21,126.339,
HD 75784 c,1,2,Radial Velocity,2018,7900,12.8,0.151,1792.5612,1372,3.4,1.26,3.46,85.4321,
HD 89345 b,1,1,Transit,2018,11.8143,7.398,0.189,34.9613,843,1.75,1.16,4.02,132.345,
HD 94834 b,1,1,Radial Velocity,2018,1576,13.7,0.136,400.4658,1144,4.2,1.11,3.22,98.1609,
HD 95089 c,1,2,Radial Velocity,2018,1785,13.1,0.203,1096.5135,533,5.08,1.54,3.24,136.957,
HD 98736 b,2,1,Radial Velocity,2018,968.8,13.3,1.36,740.5439,2140,0.93,0.92,4.47,32.4459,
HD 99706 c,1,2,Radial Velocity,2018,1278,12.8,0.273,1808.4527,748,5.4,1.72,3.2,146.6,
IC 4651 9122 b,1,1,Radial Velocity,2018,734,12.7,0.132,2002.329,1139,10.27,2.1,2.52,859.324,
K2-141 b,1,2,Transit,2018,0.2803244,1.51,0.181,5.08,767,0.68,0.71,4.62,61.8736,
K2-141 c,1,2,Transit,2018,7.7485,7,1.131,7.4,1302,0.68,0.71,4.62,61.8736,
K2-146 b,1,2,Transit,2018,2.6446,2.05,0.109,5.77,1414,0.33,0.33,4.9,79.3002,
K2-147 b,1,1,Transit,2018,0.961917,1.38,0.146,2.48,875,0.55,0.58,4.72,90.5494,
K2-148 b,2,3,Transit,2018,4.38395,1.33,0.217,2.33,641,0.63,0.65,4.65,124.458,
K2-148 c,2,3,Transit,2018,6.9226,1.73,0.302,3.64,990,0.63,0.65,4.65,124.458,
K2-148 d,2,3,Transit,2018,9.7579,1.64,0.592,3.33,366,0.63,0.65,4.65,124.458,
K2-149 b,1,1,Transit,2018,11.332,1.64,0.16,3.33,618,0.57,0.59,4.71,123.676,
K2-150 b,1,1,Transit,2018,10.59357,2,0.261,4.66,1037,0.44,0.46,4.82,102.483,
K2-151 b,2,1,Transit,2018,3.835476,1.49,0.16,2.83,803,0.45,0.47,4.8,69.4798,
K2-152 b,1,1,Transit,2018,32.6479,2.29,0.96,5.86,1440,0.61,0.63,4.67,108.449,
K2-153 b,1,1,Transit,2018,7.51574,2,0.205,4.66,1171,0.53,0.55,4.73,143.125,
K2-154 b,1,2,Transit,2018,3.67626,1.99,0.107,4.62,2740,0.63,0.65,4.65,129.356,
K2-154 c,1,2,Transit,2018,7.95486,2.07,0.125,4.94,1941,0.63,0.65,4.65,129.356,
K2-155 b,1,3,Transit,2018,6.342,1.8,0.162,3.89,890,0.58,0.65,4.6,72.7998,
K2-155 c,1,3,Transit,2018,13.85,2.6,0.162,7.27,866,0.58,0.65,4.6,72.7998,
K2-155 d,1,3,Transit,2018,40.718,1.9,0.128,4.27,1160,0.58,0.65,4.6,72.7998,
K2-156 b,1,1,Transit,2018,0.81314,1.15,0.283,1.6,1422,0.66,0.66,4.62,150.21,
K2-157 b,1,1,Transit,2018,0.365257,1.055,0.106,1.18,1612,0.88,0.94,4.55,298.373,
K2-158 b,1,2,Transit,2018,10.06049,2.64,0.114,7.46,904,0.95,0.92,4.45,197.299,
K2-158 c,1,2,Transit,2018,5.90279,1.28,0.131,2.18,569,0.95,0.92,4.45,197.299,
K2-159 b,1,1,Transit,2018,12.42205,2.26,0.15,5.73,977,0.83,0.9,4.56,170.998,
K2-160 b,1,1,Transit,2018,3.705871,3.178,0.082,10.2,425,0.91,0.98,4.61,315.363,
K2-161 b,1,1,Transit,2018,9.283188,6.117,0.1,31.1,2250,2.57,0.99,3.63,916.319,
K2-162 b,1,1,Transit,2018,9.45889,1.44,0.079,2.67,2099,0.69,0.75,4.63,124.433,
K2-163 b,1,1,Transit,2018,6.673117,2.466,0.258,6.65,629,0.76,0.83,4.71,208.529,
K2-164 b,1,1,Transit,2018,17.355066,3.249,0.286,10.6,350,2.2,1.18,3.81,375.67,
K2-165 b,1,3,Transit,2018,2.354992,1.274,0.07,2.17,991,0.8,0.83,4.46,134.591,
K2-165 c,1,3,Transit,2018,4.382745,1.554,0.208,3.03,840,0.8,0.83,4.46,134.591,
K2-165 d,1,3,Transit,2018,14.101361,2.648,0.141,7.5,688,0.8,0.83,4.46,134.591,
K2-166 b,1,2,Transit,2018,8.52695,2.19,1.162,5.43,753,1.61,1.16,4.09,476.882,
K2-167 b,1,1,Transit,2018,9.977481,2.819,0.217,8.34,348,1.83,1.02,3.88,80.8994,
K2-168 b,1,2,Transit,2018,15.8523,1.86,0.114,4.12,1115,0.83,0.88,4.46,243.935,
K2-169 b,1,1,Transit,2018,6.380803,1.273,0.227,2.16,984,0.92,0.99,4.56,235.867,
K2-170 b,1,2,Transit,2018,7.576544,1.418,0.189,2.6,1419,0.98,0.96,4.34,392.872,
K2-170 c,1,2,Transit,2018,12.400047,1.802,0.31,3.9,929,0.98,0.96,4.34,392.872,
K2-171 b,1,1,Transit,2018,5.628466,2.687,0.332,7.69,734,1.72,0.89,3.95,606.128,
K2-172 b,1,2,Transit,2018,14.316941,1.666,0.639,3.42,592,0.87,0.93,4.61,249.742,
K2-172 c,1,2,Transit,2018,29.62682,3.206,0.311,10.4,511,0.87,0.93,4.61,249.742,
K2-173 b,1,1,Transit,2018,5.868699,1.608,0.194,3.22,634,0.84,0.88,4.52,228.641,
K2-174 b,1,1,Transit,2018,19.562307,2.6,0.272,7.27,939,0.68,0.7,4.62,99.9293,
K2-175 b,1,1,Transit,2018,9.525988,2.038,0.175,4.81,852,1.42,1.09,4.11,247.266,
K2-176 b,1,1,Transit,2018,5.329439,1.491,0.122,2.83,1177,0.86,0.94,4.63,247.302,
K2-177 b,1,1,Transit,2018,14.155185,2.116,0.188,5.13,952,1.21,1.21,4.38,492.167,
K2-178 b,1,1,Transit,2018,8.747818,3.558,0.15,12.4,580,0.89,0.95,4.55,214.753,
K2-179 b,1,1,Transit,2018,5.172191,2.513,0.116,6.86,1109,0.77,0.82,4.63,190.81,
K2-180 b,1,1,Transit,2018,8.8656511,2.52,0.194,11.44182,605,0.72,0.72,4.57,203.896,
K2-181 b,1,1,Transit,2018,6.894256,2.84,0.213,8.45,864,1.07,0.99,4.38,360.911,
K2-182 b,1,1,Transit,2018,4.7369729,2.7,0.614,7.75,433,0.8,0.84,4.56,154.83,
K2-183 b,1,3,Transit,2018,0.469269,2.599,1.416,7.27,1680,0.87,0.94,4.6,329.041,
K2-183 c,1,3,Transit,2018,10.792635,2.87,0.238,8.6,547,0.97,0.93,4.43,329.041,
K2-183 d,1,3,Transit,2018,22.631964,2.86,0.244,8.55,495,0.97,0.93,4.43,329.041,
K2-184 b,1,1,Transit,2018,16.9780102,1.47,0.136,2.76,722,0.75,0.84,4.62,75.5857,
K2-185 b,1,2,Transit,2018,10.616384,1.15,0.143,1.6,629,0.94,0.96,4.48,268.357,
K2-185 c,1,2,Transit,2018,52.713494,2.39,0.108,6.3,1054,0.94,0.96,4.48,268.357,
K2-186 b,1,1,Transit,2018,41.474219,3.172,0.101,10.2,418,0.98,1.02,4.45,330.739,
K2-187 b,1,4,Transit,2018,0.77392,1.3,0.254,2.24,675,0.92,0.98,4.5,330.916,
K2-187 c,1,4,Transit,2018,2.872042,1.8,0.178,3.89,419,0.92,0.98,4.5,330.916,
K2-187 d,1,4,Transit,2018,7.14921,3.17,0.316,10.2,489,0.92,0.98,4.5,330.916,
K2-187 e,1,4,Transit,2018,13.609878,2.38,0.338,6.26,543,0.92,0.98,4.5,330.916,
K2-188 b,1,2,Transit,2018,1.742169,1.35,0.173,2.39,779,1.19,1.06,4.31,446.821,
K2-188 c,1,2,Transit,2018,7.810253,2.83,0.102,8.4,890,1.19,1.06,4.31,446.821,
K2-189 b,1,2,Transit,2018,2.588309,1.52,0.258,2.92,743,0.87,0.94,4.53,242.113,
K2-189 c,1,2,Transit,2018,6.679195,2.5,0.102,6.8,1089,0.87,0.94,4.53,242.113,
K2-190 b,1,2,Transit,2018,10.098858,1.357,0.93,2.41,418,0.91,0.9,4.38,160.679,
K2-190 c,1,2,Transit,2018,21.574023,1.093,0.13,1.34,1322,0.91,0.9,4.38,160.679,
K2-191 b,1,1,Transit,2018,2.858646,1.579,0.269,3.12,478,0.84,0.9,4.57,287.188,
K2-192 b,1,1,Transit,2018,4.162817,1.52,0.216,2.92,635,0.81,0.9,4.57,221.753,
K2-193 b,1,1,Transit,2018,14.786889,3.95,0.211,14.8,502,0.98,1.01,4.46,411.923,
K2-194 b,1,1,Transit,2018,39.721386,3.642,0.108,12.9,418,1.28,1.11,4.21,629.51,
K2-195 b,1,2,Transit,2018,15.852975,3.13,0.172,9.96,1105,0.99,0.94,4.42,315.014,
K2-195 c,1,2,Transit,2018,28.482786,2.576,0.241,7.16,730,0.91,0.96,4.55,315.014,
K2-196 b,1,1,Transit,2018,48.324222,3.6,0.317,12.6,1163,1.54,1.16,4.08,584.877,
K2-197 b,1,1,Transit,2018,8.357881,2.56,0.191,7.08,817,0.93,1,4.5,247.637,
K2-198 b,1,3,Transit,2018,17.0428683,4.189,0.189,16.3,1164,0.76,0.8,4.6,110.567,
K2-199 b,1,2,Transit,2018,3.225338,1.87,0.367,4.16,1374,0.68,0.73,4.64,107.518,
K2-199 c,1,2,Transit,2018,7.374694,2.78,0.914,8.15,668,0.68,0.73,4.64,107.518,
K2-200 b,1,1,Transit,2018,2.849883,1.364,0.806,2.43,1124,0.79,0.86,4.71,184.131,
K2-201 b,1,2,Transit,2018,1.05979,1.4,0.456,2.54,786,0.88,0.96,4.68,197.932,
K2-201 c,1,2,Transit,2018,22.779878,3.286,0.246,10.8,485,0.88,0.96,4.68,197.932,
K2-202 b,1,1,Transit,2018,3.405164,2.302,0.363,5.91,562,0.91,0.97,4.55,300.397,
K2-203 b,1,1,Transit,2018,9.695101,1.371,0.476,2.45,450,0.76,0.79,4.43,166.147,
K2-204 b,1,1,Transit,2018,7.055784,3.046,0.158,9.51,1253,1.18,1.01,4.23,577.235,
K2-205 b,1,1,Transit,2018,26.672263,1.996,0.22,4.64,926,1.08,0.95,4.25,405.301,
K2-206 b,1,1,Transit,2018,18.294549,2.795,0.432,8.22,,0.76,0.79,4.46,244.443,
K2-207 b,1,1,Transit,2018,12.48749,2.606,0.543,7.3,554,0.93,0.94,4.41,363.064,
K2-208 b,1,1,Transit,2018,4.190948,1.679,0.117,3.46,1215,0.86,0.93,4.62,256.887,
K2-209 b,1,1,Transit,2018,2.080615,0.869,0.158,0.586,1239,0.71,0.74,4.46,76.4986,
K2-210 b,1,1,Transit,2018,0.570233,0.819,0.14,0.474,1277,0.85,0.91,4.55,176.51,
K2-211 b,1,1,Transit,2018,0.669558,1.375,0.167,2.46,1231,0.82,0.88,4.6,272.297,
K2-212 b,1,1,Transit,2018,9.79551,2.52,0.136,6.9,1270,0.65,0.67,4.64,109.218,
K2-213 b,1,1,Transit,2018,8.13087,1.514,0.164,2.9,981,1.2,1.07,4.25,389.702,
K2-214 b,1,1,Transit,2018,8.596802,2.43,0.112,6.48,1305,1.27,1.05,4.25,300.64,
K2-215 b,1,1,Transit,2018,8.269648,2.124,0.502,5.16,574,0.97,1,4.41,403.964,
K2-216 b,1,1,Transit,2018,2.1748,1.75,0.135,8,1848,0.72,0.7,4.57,115.461,
K2-217 b,1,1,Transit,2018,14.074524,3.579,0.188,12.5,857,1.33,1.1,4.17,381.878,
K2-218 b,1,1,Transit,2018,8.679885,2.569,0.252,7.13,460,1.01,1.05,4.45,394.083,
K2-219 b,1,3,Transit,2018,3.901287,1.348,0.211,2.38,362,1.19,1.02,4.23,325.4,
K2-219 c,1,3,Transit,2018,6.66767,1.438,0.173,2.66,569,1.19,1.02,4.23,325.4,
K2-219 d,1,3,Transit,2018,11.137278,2.576,0.152,7.16,907,1.19,1.02,4.23,325.4,
K2-220 b,1,1,Transit,2018,13.683256,2.39,0.113,6.3,992,1.02,0.96,4.4,233.514,
K2-221 b,1,1,Transit,2018,2.399094,1.679,0.184,3.46,965,0.95,1.01,4.57,318.81,
K2-222 b,1,1,Transit,2018,15.387063,2.39,0.18,6.3,382,1.09,1,4.37,101.321,
K2-223 b,1,2,Transit,2018,0.50565,0.89,0.18,0.64,378,0.99,1.06,4.48,198.604,
K2-223 c,1,2,Transit,2018,4.56327,1.57,0.249,3.09,921,0.99,1.06,4.48,198.604,
K2-224 b,1,2,Transit,2018,4.47904,1.56,0.244,3.05,869,0.84,0.91,4.55,275.255,
K2-224 c,1,2,Transit,2018,10.09489,2.41,0.228,6.39,701,0.84,0.91,4.55,275.255,
K2-225 b,1,1,Transit,2018,15.87209,3.49,0.244,12,777,1.7,1.27,4.08,357.778,
K2-226 b,1,1,Transit,2018,3.27108,1.54,0.229,2.99,626,0.91,0.88,4.47,211.265,
K2-227 b,1,1,Transit,2018,13.621832,1.666,0.199,3.41,985,0.89,0.95,4.58,187.234,
K2-228 b,1,1,Transit,2018,2.69828,1.21,0.211,1.92,865,0.65,0.71,4.66,129.46,
K2-229 b,1,2,Transit,2018,0.58426,1.14,0.123,2.49,1254,0.79,0.87,4.59,102.564,
K2-229 c,1,2,Transit,2018,8.32727,2.03,0.232,21.3,672,0.79,0.87,4.59,102.564,
K2-230 b,1,1,Transit,2018,2.86041,1.96,0.196,4.5,572,1.39,1.11,4.2,540.773,
K2-231 b,1,1,Transit,2018,13.841901,2.5,1.523,6.8,1408,0.95,1.01,4.48,321.215,
K2-232 b,1,1,Transit,2018,11.168454,11.209,0.467,126.49634,416,1.16,1.19,4.38,130.72,
K2-233 b,1,3,Transit,2018,2.4675,1.343,0.143,11.26,1252,0.71,0.79,4.64,67.5062,
K2-233 c,1,3,Transit,2018,7.06005,1.281,0.231,12.81,1523,0.71,0.79,4.64,67.5062,
K2-233 d,1,3,Transit,2018,24.3645,2.358,0.15,21.14,713,0.71,0.79,4.64,67.5062,
K2-237 b,1,1,Transit,2018,2.1805577,18.405,0.182,392.83788,1361,1.38,1.23,4.27,314.995,
K2-238 b,1,1,Transit,2018,3.20466,14.572,0.221,273.3338,624,1.59,1.19,4.11,537.963,
K2-239 b,1,3,Transit,2018,5.24,1.1,0.105,1.37,1054,0.36,0.4,4.9,31.0849,
K2-239 c,1,3,Transit,2018,7.775,1,0.152,0.972,1086,0.36,0.4,4.9,31.0849,
K2-239 d,1,3,Transit,2018,10.115,1.1,0.637,1.37,325,0.36,0.4,4.9,31.0849,
K2-240 b,1,2,Transit,2018,6.034,2,0.176,4.66,809,0.54,0.58,4.7,72.9105,
K2-240 c,1,2,Transit,2018,20.523,1.8,0.194,3.89,706,0.54,0.58,4.7,72.9105,
K2-241 b,1,1,Transit,2018,26.8199,2.55,0.107,7.04,626,0.75,0.71,4.54,149.464,
K2-242 b,1,1,Transit,2018,6.51389,2.54,0.113,6.99,559,0.37,0.38,4.89,109.237,
K2-243 b,1,2,Transit,2018,11.54182,2.17,0.159,5.35,995,1.39,1.29,4.26,266.864,
K2-243 c,1,2,Transit,2018,24.94598,2.01,0.15,4.7,900,1.39,1.29,4.26,266.864,
K2-244 b,1,1,Transit,2018,21.06884,1.75,0.227,3.71,565,0.92,0.86,4.44,212.902,
K2-245 b,1,1,Transit,2018,11.89307,4.34,0.151,17.4,1187,1.25,0.83,4.16,456.064,
K2-246 b,1,1,Transit,2018,5.76918,3.49,1.492,12,1736,0.94,0.87,4.43,703.616,
K2-247 b,1,2,Transit,2018,2.25021,2.12,0.745,5.14,996,0.69,0.74,4.63,258.113,
K2-247 c,1,2,Transit,2018,6.49424,2.19,0.83,5.43,824,0.69,0.74,4.63,258.113,
K2-248 b,1,1,Transit,2018,7.17256,2.57,0.607,7.13,390,0.92,0.88,4.45,406.254,
K2-249 b,1,1,Transit,2018,12.409,2.79,0.434,8.2,399,1.57,1.32,4.16,521.716,
K2-250 b,1,1,Transit,2018,4.01457,2.44,0.276,6.53,528,0.81,0.8,4.53,414.708,
K2-251 b,1,1,Transit,2018,9.30075,2.35,0.289,6.12,1050,0.49,0.52,4.76,147.03,
K2-252 b,1,1,Transit,2018,13.81513,1.74,0.203,3.68,966,0.82,0.79,4.5,228.839,
K2-253 b,1,1,Transit,2018,4.00167,12.67,0.197,,1097,1.1,1.08,4.39,876.565,
K2-254 b,1,2,Transit,2018,4.09639,1.63,0.259,3.29,718,0.67,0.71,4.64,227.775,
K2-254 c,1,2,Transit,2018,12.11839,2.19,0.214,5.43,1143,0.67,0.71,4.64,227.775,
K2-255 b,1,1,Transit,2018,1.96417,2.9,0.222,8.75,694,0.69,0.71,4.62,191.608,
K2-256 b,1,1,Transit,2018,5.52011,2.63,0.145,7.41,996,0.78,0.84,4.58,564.693,
K2-257 b,1,1,Transit,2018,1.60588,0.83,0.414,0.498,327,0.5,0.52,4.76,64.0065,
K2-258 b,1,1,Transit,2018,19.0921,3,0.183,9.27,1047,1.31,1.21,4.29,661.873,
K2-259 b,1,1,Transit,2018,15.48043,2.32,0.322,5.99,494,1.13,1.14,4.39,416.457,
K2-260 b,1,1,Transit,2018,2.6266657,17.396,1.204,451.3186,478,1.69,1.39,4.15,663.834,
K2-261 b,1,1,Transit,2018,11.63344,9.528,0.548,70.87609,403,1.65,1.1,4.21,213.283,
K2-263 b,1,1,Transit,2018,50.818947,2.41,0.248,14.8,691,0.85,0.88,4.51,162.481,
K2-264 b,1,2,Transit,2018,5.840002,2.231,0.334,5.61,640,0.47,0.5,4.78,185.605,
K2-264 c,1,2,Transit,2018,19.660302,2.668,0.178,7.6,1230,0.47,0.5,4.78,185.605,
K2-265 b,2,1,Transit,2018,2.369172,1.71,0.335,6.54,749,0.98,0.92,4.42,138.671,
K2-266 b,2,4,Transit,2018,0.658524,3.3,0.352,11.26782,560,0.7,0.69,4.58,77.5586,
K2-266 c,2,4,Transit,2018,7.814,0.705,0.259,0.29013,569,0.7,0.69,4.58,77.5586,
K2-266 d,2,4,Transit,2018,14.697,2.93,0.128,8.9,923,0.7,0.69,4.58,77.5586,
K2-266 e,2,4,Transit,2018,19.482,2.73,0.189,14.3,632,0.7,0.69,4.58,77.5586,
K2-268 b,1,5,Transit,2018,2.151676,1.5,0.172,2.86,501,0.78,0.84,4.58,327.783,
K2-268 c,1,5,Transit,2018,9.327527,2.69,0.229,7.7,580,0.78,0.84,4.58,327.783,
K2-269 b,1,1,Transit,2018,4.144965,1.57,1.17,3.09,,1.45,1.16,4.18,360.76,
K2-270 b,1,2,Transit,2018,1.543069,1.38,0.237,2.48,1622,0.77,0.85,4.59,280.518,
K2-270 c,1,2,Transit,2018,4.400028,2.95,0.159,9.01,1217,0.77,0.85,4.59,280.518,
K2-271 b,1,1,Transit,2018,8.562421,7.28,0.11,41.8,903,0.99,0.83,4.37,564.454,
K2-272 b,1,1,Transit,2018,14.4536756,3.13,0.159,9.96,818,0.83,0.86,4.53,423.065,
K2-273 b,1,1,Transit,2018,11.7195663,3.05,0.11,9.53,964,0.85,0.89,4.53,308.105,
K2-274 b,1,1,Transit,2018,14.1330314,2.08,0.223,4.98,830,0.7,0.79,4.64,228.327,
K2-275 b,1,2,Transit,2018,3.2809626,2.34,0.136,6.08,1111,0.69,0.77,4.65,123.438,
K2-275 c,1,2,Transit,2018,8.4388385,2.21,0.164,5.52,785,0.69,0.77,4.65,123.438,
K2-276 b,1,1,Transit,2018,18.718269,3.77,0.101,13.7,1089,0.85,0.82,4.49,488.152,
K2-277 b,1,1,Transit,2018,6.326763,2.07,0.157,4.94,417,0.97,1.02,4.48,113.123,
K2-278 b,1,1,Transit,2018,3.334966,2.98,0.097,9.17,1328,1.61,1.4,4.17,786.439,
K2-279 b,1,1,Transit,2018,7.122605,1.21,0.793,1.92,540,0.86,0.79,4.46,182.983,
K2-280 b,1,1,Transit,2018,19.89526,7.5,0.572,37.1,486,1.28,1.03,4.21,391.537,
K2-281 b,1,1,Transit,2018,8.687721,8.18,0.251,50.9,556,0.76,0.82,4.59,458.139,
K2-282 b,1,2,Transit,2018,4.169836,2.82,0.27,8.35,1034,0.94,0.95,4.47,496.289,
K2-283 b,1,1,Transit,2018,1.921036,3.52,0.248,12.2,896,0.82,0.89,4.56,402.915,
K2-284 b,1,1,Transit,2018,4.795069,2.78,0.137,8.15,771,0.61,0.63,4.67,107.272,
K2-285 b,1,4,Transit,2018,3.471745,2.59,0.226,9.68,303,0.79,0.83,4.4,154.961,
K2-285 c,1,4,Transit,2018,7.138048,3.53,0.213,15.68,855,0.79,0.83,4.4,154.961,
K2-285 d,1,4,Transit,2018,10.45582,2.48,0.133,6.5,616,0.79,0.83,4.4,154.961,
K2-285 e,1,4,Transit,2018,14.76289,1.95,0.239,10.7,640,0.79,0.83,4.4,154.961,
K2-286 b,1,1,Transit,2018,27.359,2.1,0.74,5.06,661,0.62,0.64,4.7,76.1486,
K2-287 b,1,1,Transit,2018,14.893291,9.494,0.721,100.11645,523,1.07,1.06,4.4,158.335,
K2-288 B b,2,1,Transit,2018,31.393463,1.9,0.146,4.27,2026,0.32,0.33,4.96,65.6138,
K2-295 b,1,1,Transit,2018,4.024867,10.054,0.118,106.47305,709,0.7,0.74,4.63,232.801,
K2-331 c,1,2,Transit,2018,22.996591,2.72,0.186,7.85,716,1.06,1.1,4.43,211.43,
K2-333 b,1,1,Transit,2018,14.759287,6.18,0.122,31.6,704,1.22,1.06,4.29,343.99,
K2-334 b,1,1,Transit,2018,5.113981,5.65,0.227,27.2,556,1.49,1.36,4.22,371.823,
K2-341 b,1,1,Transit,2018,36.552551,3.21,0.179,10.4,842,1.16,0.98,4.3,421.408,
K2-342 b,1,1,Transit,2018,11.561052,2.03,0.226,4.78,462,1.09,1.01,4.36,208.357,
K2-343 c,1,2,Transit,2018,7.676972,2.02,0.158,4.74,1332,0.46,0.49,4.8,166.169,
K2-344 b,1,1,Transit,2018,3.35585,1.59,0.126,3.15,928,0.49,0.51,4.76,75.1691,
K2-348 b,1,2,Transit,2018,4.688418,3.26,0.188,10.7,537,0.85,0.83,4.5,201.856,
K2-348 c,1,2,Transit,2018,12.550171,2.67,0.107,7.61,879,0.85,0.83,4.5,201.856,
K2-352 c,1,3,Transit,2018,8.234885,1.92,0.109,4.35,1783,0.95,0.98,4.47,176.051,
K2-352 d,1,3,Transit,2018,14.871387,2.23,0.131,5.6,852,0.95,0.98,4.47,176.051,
K2-80 d,1,3,Transit,2018,28.867253,2.552,1.367,7.04,2040,0.84,0.91,4.65,200.802,
KELT-21 b,1,1,Transit,2018,3.6127647,17.777,0.073,1242.7153,1752,1.64,1.46,4.17,470.878,
KMT-2016-BLG-0212L b,1,1,Microlensing,2018,,12.2,0.232,5700,931,,0.48,,6300,
KMT-2016-BLG-1397L b,1,1,Microlensing,2018,,12.7,0.25,2200,1218,,0.45,,6600,
KMT-2016-BLG-1820L b,1,1,Microlensing,2018,,12.9,0.184,1450,1129,,0.04,,6260,
KMT-2016-BLG-2142L b,1,1,Microlensing,2018,,12.2,0.123,4923,1192,,0.07,,7010,
KMT-2017-BLG-0165L b,1,1,Microlensing,2018,,6.45,0.134,34,1319,,0.76,,4530,
KOI-3680 b,1,1,Transit,2018,141.241671,11.097,0.157,613.4119,503,0.96,1.01,4.47,921.986,
KPS-1 b,1,1,Transit,2018,1.706291,11.545,0.17,346.4347,991,0.91,0.89,4.47,262.706,
Kepler-1654 b,1,1,Transit,2018,1047.8356,9.18,0.155,158.915,1052,1.18,1.01,4.3,568.117,
Kepler-1655 b,1,1,Transit,2018,11.8728787,2.213,0.201,5,869,1.03,1.03,4.36,213.26,
Kepler-1656 b,1,1,Transit,2018,31.578659,5.02,0.313,48.6,975,1.1,1.03,4.37,185.875,
Kepler-411 d,2,4,Transit,2018,58.02035,3.319,0.232,15.2,781,0.82,0.87,4.59,153.676,
Kepler-411 e,2,4,Transit Timing Variations,2018,31.509728,3.28,0.184,10.8,637,0.82,0.87,4.6,153.676,
Kepler-730 c,1,2,Transit,2018,2.85188338,1.569,0.216,3.09,907,1.41,1.05,4.16,1935.04,
LHS 1140 c,1,2,Transit,2018,3.77792,1.169,0.339,1.76,364,0.21,0.19,5.06,14.9861,
MOA-2010-BLG-117L b,1,1,Microlensing,2018,,14.2,0.256,170,492,,0.58,,3500,
MOA-2011-BLG-291L b,1,1,Microlensing,2018,,4.43,0.127,18,1876,,0.15,,4400,
MOA-2015-BLG-337L b,1,1,Microlensing,2018,,6.42,0.123,33.7,1104,,0.01,,7100,
MOA-2016-BLG-319L b,1,1,Microlensing,2018,,14.1,0.274,200,610,,0.15,,6800,
NGTS-2 b,1,1,Transit,2018,4.511164,17.878,0.209,235.1942,394,1.7,1.64,4.2,356.391,
NGTS-3 A b,2,1,Transit,2018,1.6753728,16.589,0.206,756.4354,524,0.93,1.02,4.45,743.972,
OGLE-2011-BLG-0173L b,1,1,Microlensing,2018,,9.01,0.153,60,906,,0.41,,6100,
OGLE-2013-BLG-1761L b,1,1,Microlensing,2018,,13.2,0.142,860,894,,0.33,,6900,
OGLE-2014-BLG-1722L b,1,2,Microlensing,2018,,8.59,0.099,55.3,2362,,0.4,,6400,
OGLE-2014-BLG-1722L c,1,2,Microlensing,2018,,11,0.14,83.7,1037,,0.4,,6400,
OGLE-2017-BLG-0173L b,1,1,Microlensing,2018,,1.62,,3.269,,,0.4,,4705,
OGLE-2017-BLG-0373L b,1,1,Microlensing,2018,,14,0.19,127,561,,0.25,,5915,
OGLE-2017-BLG-0482L b,1,1,Microlensing,2018,,2.95,0.119,9,744,,0.2,,5800,
OGLE-2017-BLG-1140L b,1,1,Microlensing,2018,,13.5,0.122,505,1276,,0.21,,,
OGLE-2017-BLG-1434L b,1,1,Microlensing,2018,,1.94,0.219,4.43,602,,0.23,,860,
OGLE-2017-BLG-1522L b,1,1,Microlensing,2018,,14,0.186,240,384,,0.04,,7490,
PDS 70 b,1,2,Imaging,2018,43500,30.488,0.12,953.49,879,1.26,0.76,3.68,113.064,
TCP J05074264+2447555 b,1,1,Microlensing,2018,,4.72,0.129,20,867,1.42,0.59,4.15,505,
TYC 3318-01333-1 b,1,1,Radial Velocity,2018,562,13.1,0.332,1086.9786,495,5.9,1.19,2.97,490.61,
UKIRT-2017-BLG-001L b,1,1,Microlensing,2018,,13.7,0.238,407,377,,0.81,,6300,
