pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim
HIP 5158 c,HIP 5158,1,2,Radial Velocity,2011,La Silla Observatory,9017.76,3180.74,-3180.74,0,12.2,,,0,4780.1632,3353.1065,-3353.1065,0,,,,,,,,,0,4813,207.69,-128.99,0,0.75,0.05,-0.09,0,0.78,0.12,-0.07,0,4.58,0.13,-0.1,0
HIP 54373 b,HIP 54373,1,2,Radial Velocity,2019,Las Campanas Observatory,7.76,0.003,-0.003,0,2.87,,,0,8.62,1.84,-1.84,0,,,,,,,,,0,4021,226,-146,0,0.56,0.02,-0.02,0,0.57,0.03,-0.03,0,4.68,0.01,-0.01,0
HIP 54373 c,HIP 54373,1,2,Radial Velocity,2019,Las Campanas Observatory,15.144,0.008,-0.008,0,3.57,,,0,12.44,2.11,-2.11,0,,,,,,,,,0,4021,226,-146,0,0.56,0.02,-0.02,0,0.57,0.03,-0.03,0,4.68,0.01,-0.01,0
HIP 56640 b,HIP 56640,1,1,Radial Velocity,2021,Multiple Observatories,2574.9,86.1,-86.1,0,13,,,0,1166.43025,60.3874,-60.3874,0,,,,,,,,,0,4769,55,-55,0,4.93,0.05,-0.05,0,1.04,0.07,-0.06,0,2.91,0.12,-0.12,0
HIP 57274 b,HIP 57274,1,3,Radial Velocity,2011,W. M. Keck Observatory,8.1352,0.004,-0.004,0,2.4,,,0,6.3566,3.1783,-3.1783,0,,,,,,,,,0,4510,136,-136,0,0.78,0.05,-0.05,0,0.29,0.3,-0.3,0,4.11,0.46,-0.46,0
HIP 57274 c,HIP 57274,1,3,Radial Velocity,2011,W. M. Keck Observatory,32.03,0.02,-0.02,0,14.2,,,0,130,3,-3,0,,,,,,,,,0,4640,100,-100,0,0.68,0.03,-0.03,0,0.73,0.05,-0.05,0,4.71,0.1,-0.1,0
HIP 57274 d,HIP 57274,1,3,Radial Velocity,2011,W. M. Keck Observatory,431.7,8.5,-8.5,0,14.2,,,0,167.4,8,-8,0,,,,,,,,,0,4640,100,-100,0,0.68,0.03,-0.03,0,0.73,0.05,-0.05,0,4.71,0.1,-0.1,0
HIP 63242 b,HIP 63242,1,1,Radial Velocity,2013,Multiple Observatories,124.6,,,0,12.5,,,0,2917.56,,,0,,,,,,,,,0,4830,100,-100,0,10.28,0.18,-0.11,0,1.54,0.05,-0.05,0,2.53,0.2,-0.2,0
HIP 65 A b,HIP 65 A,2,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.9809734,0.0000031,-0.0000031,0,22.754,6.837,-5.492,0,1021.18779,24.79074,-24.79074,0,661,28,-29,0,1411,15,-15,0,0,4590,49,-49,0,0.72,0.01,-0.01,0,0.78,0.03,-0.03,0,4.61,0.01,-0.01,0
HIP 65407 b,HIP 65407,1,2,Radial Velocity,2016,Haute-Provence Observatory,28.125,0.019,-0.019,0,14.3,,,0,136.03124,10.17056,-10.17056,0,,,,,,,,,0,5460,50,-50,0,0.95,0.01,-0.03,0,0.93,0.07,-0.07,0,4.47,0.08,-0.08,0
HIP 65407 c,HIP 65407,1,2,Radial Velocity,2016,Haute-Provence Observatory,67.3,0.08,-0.08,0,13.9,,,0,249.17872,17.16282,-17.16282,0,,,,,,,,,0,5460,50,-50,0,0.95,0.01,-0.03,0,0.93,0.07,-0.07,0,4.47,0.08,-0.08,0
HIP 65426 b,HIP 65426,1,1,Imaging,2017,Paranal Observatory,,,,,16.814,1.121,-1.121,0,2860.47,953.49,-953.49,0,,,,,1500,100,-200,0,0,8840,200,-200,0,1.77,0.05,-0.05,0,1.96,0.04,-0.04,0,4.32,0.07,-0.06,0
HIP 65891 b,HIP 65891,1,1,Radial Velocity,2015,Multiple Observatories,1084.5,23.2,-23.2,0,12.8,,,0,1906.98,155.7367,-155.7367,0,,,,,,,,,0,5000,100,-100,0,8.93,1.02,-1.02,0,2.5,0.21,-0.21,0,2.9,0.2,-0.2,0
HIP 67522 b,HIP 67522,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),6.959503,0.000016,-0.000015,0,10.07,0.47,-0.47,0,72.4,,,0,,,,,1174,21,-20,0,0,5675,75,-75,0,1.38,0.06,-0.06,0,1.22,0.05,-0.05,0,4.2,0.07,-0.09,0
HIP 67537 b,HIP 67537,1,1,Radial Velocity,2017,Multiple Observatories,2556.5,99.2,-94.9,0,12.4,,,0,3527.913,127.132,-349.613,0,,,,,,,,,0,4985,100,-100,0,8.69,0.88,-0.88,0,2.41,0.16,-0.16,0,2.85,0.2,-0.2,0
HIP 67851 b,HIP 67851,1,2,Radial Velocity,2015,Multiple Observatories,88.9,0.1,-0.1,0,13.6,,,0,438.6054,47.6745,-47.6745,0,,,,,,,,,0,4890,100,-100,0,5.92,0.44,-0.44,0,1.63,0.22,-0.22,0,3.15,0.2,-0.2,0
HIP 67851 c,HIP 67851,1,2,Radial Velocity,2015,Multiple Observatories,2131.8,88.3,-88.3,0,12.7,,,0,2002.2,,,0,,,,,,,,,0,4890,100,-100,0,5.92,0.44,-0.44,0,1.63,0.22,-0.22,0,3.15,0.2,-0.2,0
HIP 70849 b,HIP 70849,2,1,Radial Velocity,2009,La Silla Observatory,17337.5,15512.5,-15512.5,0,12.5,,,0,2860,1907,-1907,0,,,,,,,,,0,4105,130,-130,0,0.63,0.02,-0.02,0,0.63,0.03,-0.03,0,4.62,0.01,-0.01,0
HIP 71135 b,HIP 71135,1,1,Radial Velocity,2019,Las Campanas Observatory,87.19,0.381,-0.381,0,4.55,,,0,18.8,4.1,-4.1,0,,,,,,,,,0,4146,107,-110,0,0.68,0.04,-0.03,0,0.66,0.04,-0.04,0,4.54,0.12,-0.1,0
HIP 74890 b,HIP 74890,1,1,Radial Velocity,2016,Multiple Observatories,822.3,16.8,-16.8,0,13.3,,,0,762.792,95.349,-95.349,0,,,,,,,,,0,4850,100,-100,0,5.77,0.53,-0.53,0,1.74,0.21,-0.21,0,3.1,0.2,-0.2,0
HIP 75092 b,HIP 75092,1,1,Radial Velocity,2021,Multiple Observatories,926.4,12.8,-12.8,0,13.5,,,0,568.91285,47.67426,-47.67426,0,,,,,,,,,0,4891,50,-50,0,4.53,0.05,-0.05,0,1.28,0.11,-0.1,0,3.09,0.1,-0.1,0
HIP 78530 b,HIP 78530,1,1,Imaging,2010,Gemini Observatory,,,,,12,,,0,7300,300,-300,0,,,,,2700,100,-100,0,0,10500,,,0,2.11,0.07,-0.06,0,2.5,,,0,4.13,0.09,-0.07,0
HIP 79098 AB b,HIP 79098 AB,2,1,Imaging,2019,Paranal Observatory,,,,,12.1,,,0,6515.515,1430.235,-1430.235,0,,,,,2450,150,-150,0,0,9193.75,61.25,-93.42,0,,,,,3.75,1.25,-1.25,0,,,,
HIP 79431 b,HIP 79431,1,1,Radial Velocity,2009,W. M. Keck Observatory,111.7,0.7,-0.7,0,13.4,,,0,667.415,,,0,,,,,,,,,0,3420,157,-157,0,0.48,0.01,-0.01,0,0.48,0.02,-0.02,0,4.76,0.01,-0.01,0
HIP 8541 b,HIP 8541,2,1,Radial Velocity,2016,Multiple Observatories,1560.2,53.9,-53.9,0,12.8,,,0,1748.065,317.83,-317.83,0,,,,,,,,,0,4670,100,-100,0,7.83,1.02,-1.02,0,1.17,0.28,-0.28,0,2.7,0.2,-0.2,0
HIP 90988 b,HIP 90988,1,1,Radial Velocity,2021,Multiple Observatories,453.9,2,-2,0,13.4,,,0,622.94368,34.96112,-34.96112,0,,,,,,,,,0,4883,57,-57,0,3.94,0.04,-0.04,0,1.3,0.08,-0.08,0,3.32,0.11,-0.11,0
HIP 91258 b,HIP 91258,1,1,Radial Velocity,2013,Haute-Provence Observatory,5.0505,0.0015,-0.0015,0,13.7,,,0,346.4347,66.7443,-66.7443,0,,,,,,,,,0,5519,70,-70,0,0.89,0.03,-0.03,0,0.97,0.28,-0.28,0,4.53,0.12,-0.12,0
HIP 97233 b,HIP 97233,1,1,Radial Velocity,2014,Multiple Observatories,1058.8,6.7,-6.7,0,12.1,,,0,6356.3,127.1,-127.1,0,,,,,,,,,0,5020,100,-100,0,5.34,0.55,-0.55,0,1.93,0.11,-0.11,0,3.26,0.2,-0.2,0
HN Peg b,HN Peg,1,1,Imaging,2006,Spitzer Space Telescope,,,,,11.777,1.527,-0.654,0,6991.57,2996.39,-2996.39,0,,,,,,,,,0,6186,14,-7,0,1.01,0.03,-0.03,0,1.08,0.14,-0.14,0,4.48,0.03,-0.02,0
HR 2562 b,HR 2562,1,1,Imaging,2016,Gemini Observatory,,,,,12.442,1.233,-1.233,0,9534.9,4767.45,-4767.45,0,,,,,1200,100,-100,0,0,6785,29,-27,0,1.47,0.03,-0.04,0,1.3,,,0,4.4,0.04,-0.05,0
HR 5183 b,HR 5183,2,1,Radial Velocity,2019,Multiple Observatories,27000,16000,-8000,0,13.1,,,0,1026.5909,47.6745,-44.4962,0,,,,,171,5,-5,0,0,5794,100,-100,0,1.53,0.06,-0.05,0,1.07,0.04,-0.04,0,4.02,0.1,-0.1,0
HR 810 b,HR 810,1,1,Radial Velocity,1999,La Silla Observatory,302.79999,2.3,-2.3,0,13.3,,,0,721.4741,79.4575,-79.4575,0,,,,,,,,,0,6167,24,-24,0,1.13,0.02,-0.02,0,1.34,0.13,-0.13,0,4.46,0.04,-0.04,0
HR 858 b,HR 858,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.58599,0.00015,-0.00015,0,2.085,0.068,-0.064,0,5,,,0,989.7,62.5,-55.8,0,1572,22,-19,0,0,6201,50,-50,0,1.31,0.02,-0.02,0,1.15,0.07,-0.08,0,4.26,0.03,-0.04,0
HR 858 c,HR 858,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.97293,0.0006,-0.00053,0,1.939,0.069,-0.069,0,4.42,,,0,512,29,-26,0,1326,18,-16,0,0,6201,50,-50,0,1.31,0.02,-0.02,0,1.15,0.07,-0.08,0,4.26,0.03,-0.04,0
HR 858 d,HR 858,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.23,0.0011,-0.001,0,2.164,0.086,-0.083,0,5.32,,,0,217,13,-12,0,1075,15,-13,0,0,6201,50,-50,0,1.31,0.02,-0.02,0,1.15,0.07,-0.08,0,4.26,0.03,-0.04,0
HR 8799 b,HR 8799,1,4,Imaging,2008,Gemini Observatory,170000,,,0,13,1,-1,0,2000,1000,-600,0,,,,,1200,,,0,0,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.5,0.3,-0.3,0,4.3,0.09,-0.07,0
HR 8799 c,HR 8799,1,4,Imaging,2008,Gemini Observatory,69000,,,0,13,1,0,0,3000,1000,-1000,0,,,,,1200,,,0,0,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.5,0.3,-0.3,0,4.3,0.09,-0.07,0
HR 8799 d,HR 8799,1,4,Imaging,2008,W. M. Keck Observatory,37000,,,0,13,1,0,0,3000,1000,-1000,0,,,,,1300,,,0,0,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.5,0.3,-0.3,0,4.3,0.09,-0.07,0
HR 8799 e,HR 8799,1,4,Imaging,2010,W. M. Keck Observatory,20815.6,1128.62,-1128.62,0,13.115,1.457,-1.233,0,3178.3,2224.81,-1271.32,0,,,,,1150,50,-50,0,0,7400,,,0,1.49,0.05,-0.05,0,1.51,0.04,-0.02,0,4,,,0
HU Aqr AB b,HU Aqr,2,2,Eclipse Timing Variations,2011,Yunnan Astronomical Observatory,2390,4,-4,0,12.8,,,0,1875.197,190.698,-190.698,0,,,,,,,,,0,5952,919.8,-350.8,0,,,,,0.88,,,0,,,,
HU Aqr AB c,HU Aqr,2,2,Eclipse Timing Variations,2011,Yunnan Astronomical Observatory,4368,515,-515,0,12.9,,,0,1430.235,158.915,-158.915,0,,,,,,,,,0,5952,919.8,-350.8,0,,,,,0.88,,,0,,,,
HW Vir b,HW Vir,3,1,Eclipse Timing Variations,2012,McDonald Observatory,4640,70,-70,0,12.3,,,0,4602.90201,321.88126,-321.88126,0,,,,,,,,,0,8868.67,724.33,-905.42,0,,,,,0.48,0.01,-0.01,0,,,,
IC 4651 9122 b,IC 4651 9122,1,1,Radial Velocity,2018,La Silla Observatory,734,8.1,-8.1,0,12.7,,,0,2002.329,158.915,-158.915,0,,,,,,,,,0,4740.1,35.15,-35.15,0,10.27,0.47,-0.68,0,2.1,,,0,2.52,,,0
K2-10 b,K2-10,1,1,Transit,2015,K2,19.3044,0.0012,-0.0012,0,3.84,0.35,-0.34,0,27,17,-16,0,54.1,9.5,-9.5,0,703,55,-55,0,0,5620,70,-70,0,0.98,0.08,-0.08,0,0.92,0.05,-0.05,0,4.5,0.08,-0.08,0
K2-100 b,K2-100,1,1,Transit,2016,K2,1.6739035,0.0000004,-0.0000004,0,3.88,0.16,-0.16,0,21.8,6.2,-6.2,0,1915,178,-165,0,1841,41,-41,0,0,5945,110,-110,0,1.24,0.05,-0.05,0,1.15,0.05,-0.05,0,4.33,0.1,-0.1,0
K2-101 b,K2-101,1,1,Transit,2016,K2,14.6762429,0.0000201,-0.0000203,0,2,0.14,-0.07,0,4.66,,,0,,,,,618,9,-25,0,0,4927,47,-46,0,0.76,0.01,-0.01,0,0.82,0.02,-0.03,0,4.59,0.01,-0.02,0
K2-102 b,K2-102,1,1,Transit,2016,K2,9.915615,0.001209,-0.001195,0,1.3,0.1,-0.1,0,2.24,,,0,,,,,,,,,0,4695,50,-50,0,0.71,0.03,-0.03,0,0.77,0.06,-0.06,0,4.53,0.11,-0.08,0
K2-104 b,K2-104,1,1,Transit,2016,K2,1.9741954,0.0000024,-0.0000024,0,1.79,0.1,-0.06,0,3.86,,,0,62.1,16,-13.8,0,798,9,-39,0,0,3712,54,-76,0,0.48,0.01,-0.01,0,0.51,0.02,-0.02,0,4.78,0.02,-0.02,0
K2-105 b,K2-105,1,1,Transit,2017,K2,8.2669928,0.000007,-0.0000067,0,3.59,0.11,-0.07,0,30,19,-19,0,,,,,928,1,-23,0,0,5636,49,-52,0,0.97,0.01,-0.01,0,1.05,0.02,-0.02,0,4.49,0.01,-0.01,0
K2-107 b,K2-107,1,1,Transit,2017,K2,3.313959,0.000024,-0.000024,0,15.98,0.55,-0.55,0,266.9772,25.4264,-25.4264,0,,,,,1649,39,-39,0,0,6061,96,-96,0,1.81,0.06,-0.06,0,1.3,0.05,-0.05,0,4.04,0.03,-0.03,0
K2-108 b,K2-108,1,1,Transit,2017,K2,4.733999,0.000221,-0.000227,0,5.33,0.21,-0.21,0,59.4,4.4,-4.4,0,762,100,-100,0,1360,29,-29,0,0,5599,87,-87,0,1.76,0.04,-0.04,0,1.17,0.06,-0.06,0,4.02,0.03,-0.03,0
K2-11 b,K2-11,1,1,Transit,2015,K2,39.93767,0.23229,-0.23229,0,7.55,9.33,-9.33,0,44.4,,,0,9.84,0.73,-0.73,0,734,253,-253,0,0,5433,49,-144,0,5.15,0.2,-4.39,0,1.35,0.04,-0.56,0,4.56,0.02,-0.02,0
K2-110 b,K2-110,1,1,Transit,2017,K2,13.86387,0.000325,-0.000329,0,2.56,0.07,-0.07,0,16.7,3.2,-3.2,0,,,,,575,8,-8,0,0,4950,58,-58,0,0.71,0.01,-0.01,0,0.75,0.02,-0.02,0,4.61,0.02,-0.02,0
K2-111 b,K2-111,1,2,Transit,2017,K2,5.3518,0.0004,-0.0004,0,1.82,0.11,-0.09,0,5.29,0.76,-0.77,0,,,,,1309,71,-63,0,0,5775,60,-60,0,1.25,0.02,-0.02,0,0.84,0.02,-0.02,0,4.25,0.15,-0.15,0
K2-111 c,K2-111,1,2,Radial Velocity,2020,Multiple Observatories,15.6785,0.0064,-0.0063,0,3.37,,,0,11.3,1.1,-1.1,0,,,,,,,,,0,5775,60,-60,0,1.25,0.02,-0.02,0,0.84,0.02,-0.02,0,4.25,0.15,-0.15,0
K2-113 b,K2-113,1,1,Transit,2017,K2,5.817685,0.000041,-0.000041,0,12.14,0.35,-0.35,0,410.0007,41.3179,-44.4962,0,,,,,1098,23,-23,0,0,5660,87,-87,0,1.24,0.03,-0.03,0,1.04,0.04,-0.04,0,4.27,0.03,-0.03,0
K2-114 b,K2-114,1,1,Transit,2017,K2,11.3909344,0.0000039,-0.0000039,0,10.88,0.29,-0.28,0,587.9855,73.1009,-69.9226,0,,,,,722,7,-13,0,0,5039,52,-55,0,0.87,0.02,-0.02,0,0.89,0.03,-0.02,0,4.51,0.03,-0.02,0
K2-115 b,K2-115,1,1,Transit,2017,K2,20.272615,0.000356,-0.000343,0,12.06,0.22,-0.22,0,266.9772,57.2094,-63.566,0,,,,,619,8,-8,0,0,5657,60,-60,0,0.88,0.01,-0.01,0,0.95,0.02,-0.02,0,4.53,0.02,-0.02,0
K2-116 b,K2-116,1,1,Transit,2017,K2,4.655411,0.000486,-0.000473,0,0.69,0.04,-0.04,0,0.257,,,0,78.6,12.2,-10.5,0,,,,,0,4348.35,86.1,-87.78,0,0.67,0.03,-0.03,0,0.69,0.07,-0.07,0,4.64,0.1,-0.1,0
K2-117 b,K2-117,1,2,Transit,2017,K2,1.2916,0.000049,-0.000051,0,2.03,0.1,-0.1,0,4.78,,,0,145.8,21.5,-18.9,0,868,14,-14,0,0,3778,53,-53,0,0.51,0.01,-0.01,0,0.54,0.01,-0.01,0,4.75,0.01,-0.01,0
K2-117 c,K2-117,1,2,Transit,2017,K2,5.444017,0.000462,-0.000455,0,2.06,0.12,-0.12,0,4.9,,,0,21.4,3.2,-2.8,0,537,9,-9,0,0,3778,53,-53,0,0.51,0.01,-0.01,0,0.54,0.01,-0.01,0,4.75,0.01,-0.01,0
K2-118 b,K2-118,1,1,Transit,2017,K2,50.92092,0.005584,-0.005249,0,2.54,0.23,-0.2,0,6.99,,,0,4.3,0.6,-0.6,0,,,,,0,4726.29,142.64,-127.34,0,0.73,0.05,-0.04,0,0.76,0.08,-0.08,0,4.53,,,0
K2-119 b,K2-119,1,1,Transit,2017,K2,7.727283,0.001268,-0.001149,0,2.53,0.2,-0.2,0,6.94,,,0,54.9,9.6,-8.8,0,666,15,-15,0,0,4740,100,-100,0,0.71,0.01,-0.01,0,0.76,0.02,-0.02,0,4.62,0.01,-0.01,0
K2-12 b,K2-12,1,1,Transit,2015,K2,8.28212,0.0006,-0.0006,0,2.33,0.58,-0.58,0,6.04,,,0,310,178,-178,0,1003,121,-121,0,0,5800,53,-90,0,1.01,0.27,-0.09,0,1.01,0.05,-0.06,0,4.3,0.1,-0.1,0
K2-120 b,K2-120,1,1,Transit,2017,K2,9.562742,0.000675,-0.000673,0,2.01,0.13,-0.12,0,4.7,,,0,35.1,5.9,-5.1,0,,,,,0,4349.9,101.62,-96.12,0,0.67,0.04,-0.03,0,0.69,0.07,-0.07,0,,,,
K2-121 b,K2-121,1,1,Transit,2017,K2,5.1857539,0.0000006,-0.0000005,0,7.52,0.22,-0.18,0,44.1,,,0,89.5,12.5,-11.2,0,738,7,-19,0,0,4690,43,-41,0,0.67,0.01,-0.01,0,0.69,0.03,-0.03,0,4.63,0.02,-0.02,0
K2-122 b,K2-122,2,1,Transit,2017,K2,2.2193023,0.000002,-0.000002,0,1.16,0.1,-0.05,0,1.65,,,0,79.9,13.1,-11.1,0,769,20,-37,0,0,4009,47,-44,0,0.59,0.01,-0.01,0,0.63,0.02,-0.02,0,4.69,0.01,-0.01,0
K2-123 b,K2-123,1,1,Transit,2017,K2,30.951524,0.003625,-0.00332,0,2.76,0.16,-0.16,0,8.05,,,0,2.9,0.5,-0.4,0,338,5,-5,0,0,4035,52,-52,0,0.59,0.01,-0.01,0,0.62,0.01,-0.01,0,4.69,0.01,-0.01,0
K2-124 b,K2-124,1,1,Transit,2017,K2,6.413651,0.000036,-0.000031,0,2.9,0.1,-0.1,0,8.75,,,0,8.7,1.2,-1.1,0,442,17,-17,0,0,3570,63,-70,0,0.39,0.02,-0.01,0,0.39,0.01,-0.04,0,4.86,0.01,-0.09,0
K2-125 b,K2-125,1,1,Transit,2017,K2,21.750264,0.00199,-0.001957,0,2.18,0.19,-0.18,0,5.39,,,0,2,0.3,-0.3,0,,,,,0,3654.47,99.56,-92.33,0,0.4,0.03,-0.03,0,0.49,0.05,-0.06,0,4.83,0,0,0
K2-126 b,K2-126,1,1,Transit,2017,K2,7.385655,0.000501,-0.000509,0,1.97,0.12,-0.12,0,4.54,,,0,35.3,6.6,-5.9,0,601,13,-13,0,0,4339,92,-92,0,0.65,0.01,-0.01,0,0.69,0.01,-0.01,0,4.66,0.01,-0.01,0
K2-127 b,K2-127,1,1,Transit,2017,K2,3.588163,0.000028,-0.000029,0,8.37,0.33,-0.33,0,52.9,,,0,105.6,20.7,-17.8,0,809,15,-15,0,0,4575,74,-74,0,0.66,0.01,-0.01,0,0.72,0.01,-0.01,0,4.65,0.01,-0.01,0
K2-128 b,K2-128,1,1,Transit,2017,K2,5.675819,0.000411,-0.000414,0,1.42,0.16,-0.13,0,2.6,,,0,68.8,11.1,-9.7,0,,,,,0,4469.51,171.97,-145.15,0,0.78,0.08,-0.06,0,0.71,0.07,-0.07,0,4.7,0.1,-0.1,0
K2-129 b,K2-129,1,1,Transit,2017,K2,8.239493,0.000292,-0.000291,0,1.04,0.1,-0.09,0,1.12,,,0,4.5,0.6,-0.5,0,,,,,0,3459.09,89.05,-83.62,0,0.36,0.03,-0.03,0,0.36,0.07,-0.07,0,4.87,0,0,0
K2-13 b,K2-13,1,1,Transit,2015,K2,39.91488,0.32477,-0.32477,0,1.89,0.95,-0.95,0,4.23,,,0,22.8,4.1,-4.1,0,511,126,-126,0,0,5698,45,-82,0,0.78,0.09,-0.05,0,0.8,0.04,-0.04,0,4.33,0.07,-0.07,0
K2-130 b,K2-130,1,1,Transit,2017,K2,2.49412,0.000132,-0.000128,0,1.25,0.2,-0.14,0,2.1,,,0,136.4,45.8,-35.8,0,,,,,0,4356.47,196.73,-172.4,0,0.74,0.11,-0.08,0,0.7,0.07,-0.07,0,4.62,0.1,-0.1,0
K2-131 b,K2-131,1,1,Transit,2017,K2,0.36931,0.00001,-0.00001,0,1.7,0.09,-0.05,0,6.3,1.4,-1.4,0,,,,,2062,23,-23,0,0,5245,46,-52,0,0.75,0.01,-0.01,0,0.84,0.01,-0.01,0,4.61,0.01,-0.01,0
K2-132 b,K2-132,1,1,Transit,2017,K2,9.1751,0.0023,-0.0027,0,14.572,0.785,-0.785,0,155.7367,19.0698,-19.0698,0,,,,,1586,10,-10,0,0,4840,90,-90,0,3.85,0.13,-0.13,0,1.08,0.08,-0.08,0,3.3,0.01,-0.01,0
K2-133 b,K2-133,1,4,Transit,2017,K2,3.07133,0.00011,-0.00011,0,1.34,0.077,-0.076,0,2.36,,,0,,,,,,,,,0,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,4.77,0.01,-0.01,0
K2-133 c,K2-133,1,4,Transit,2017,K2,4.86784,0.00012,-0.00012,0,1.603,0.09,-0.088,0,3.2,,,0,,,,,,,,,0,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,4.77,0.01,-0.01,0
K2-133 d,K2-133,1,4,Transit,2017,K2,11.02454,0.00036,-0.00035,0,2.003,0.107,-0.107,0,4.67,,,0,,,,,,,,,0,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,4.77,0.01,-0.01,0
K2-133 e,K2-133,1,4,Transit,2019,K2,26.5841,0.0018,-0.0017,0,1.73,0.14,-0.13,0,3.64,,,0,1.8,0.25,-0.23,0,296,10,-10,0,0,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,4.77,0.01,-0.01,0
K2-136 b,K2-136,2,3,Transit,2017,K2,7.975292,0.000833,-0.00077,0,0.99,0.06,-0.04,0,0.937,,,0,,,,,553,17,-27,0,0,4499,50,-50,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0,4.66,0.02,-0.02,0
K2-136 c,K2-136,2,3,Transit,2017,K2,17.307137,0.000252,-0.000284,0,2.91,0.11,-0.1,0,8.8,,,0,11.9,3.7,-3.2,0,425,10,-33,0,0,4499,50,-50,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0,4.66,0.02,-0.02,0
K2-136 d,K2-136,2,3,Transit,2017,K2,25.575065,0.002418,-0.002357,0,1.45,0.11,-0.08,0,2.7,,,0,,,,,373,18,-17,0,0,4499,50,-50,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0,4.66,0.02,-0.02,0
K2-137 b,K2-137,1,1,Transit,2017,K2,0.179715,0.000001,-0.000001,0,0.89,0.09,-0.09,0,158.915,,,1,,,,,1471,47,-47,0,0,3492,70,-70,0,0.44,0.04,-0.04,0,0.46,0.05,-0.05,0,4.82,0.04,-0.04,0
K2-138 b,K2-138,1,6,Transit,2017,K2,2.35309,0.00022,-0.00022,0,1.51,0.11,-0.084,0,3.1,1.05,-1.05,0,486,37,-35,0,1157,78,-74,0,0,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,4.54,0.02,-0.04,0
K2-138 c,K2-138,1,6,Transit,2017,K2,3.56004,0.00012,-0.00011,0,2.299,0.12,-0.087,0,6.31,1.13,-1.23,0,279,21,-20,0,1012,65,-61,0,0,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,4.54,0.02,-0.04,0
K2-138 d,K2-138,1,6,Transit,2017,K2,5.40479,0.00021,-0.00021,0,2.39,0.104,-0.084,0,7.92,1.39,-1.35,0,160,12,-11,0,888,57,-53,0,0,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,4.54,0.02,-0.04,0
K2-138 e,K2-138,1,6,Transit,2017,K2,8.26146,0.00021,-0.00022,0,3.39,0.156,-0.11,0,12.97,1.98,-1.99,0,91.1,7,-6.6,0,757,52,-47,0,0,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,4.54,0.02,-0.04,0
K2-138 f,K2-138,1,6,Transit,2017,K2,12.75758,0.0005,-0.00048,0,2.904,0.164,-0.111,0,1.63,2.12,-1.18,0,51,3.9,-3.7,0,653,45,-42,0,0,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,4.54,0.02,-0.04,0
K2-138 g,K2-138,1,6,Transit,2021,K2,41.96797,0.00843,-0.00725,0,3.013,0.303,-0.251,0,4.32,5.26,-3.03,0,9.29,2.92,-2.23,0,445,31,-30,0,0,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,4.54,0.02,-0.04,0
K2-139 b,K2-139,1,1,Transit,2017,K2,28.380619,0.000551,-0.000528,0,9.11,0.17,-0.17,0,123.00021,26.37989,-23.83725,0,,,,,524,8,-8,0,0,5370,68,-68,0,0.88,0.01,-0.01,0,0.96,0.02,-0.02,0,4.54,0.02,-0.02,0
K2-14 b,K2-14,1,1,Transit,2015,K2,8.36802,0.00019,-0.00019,0,4.81,0.42,-0.42,0,20.7,,,0,8,1.9,-1.9,0,488,8,-8,0,0,3789,17,-16,0,0.45,0.01,-0.01,0,0.47,0.01,-0.01,0,4.61,0.01,-0.01,0
